 ,3,4,5,8,10,20,50,100,200
1,0.000027542,0.000019459,0.000025791,0.000056834,0.000083959,0.000408208,0.005182917,0.040716333,0.303334250
2,0.000017208,0.000018167,0.000033416,0.000054958,0.000082667,0.000409958,0.005249125,0.038825209,0.298146000
3,0.000013667,0.000016208,0.000028000,0.000051958,0.000081334,0.000411416,0.005224542,0.039002250,0.297444250
4,0.000012125,0.000016292,0.000024750,0.000052083,0.000091667,0.000413500,0.005279167,0.039246458,0.301907125
5,0.000012208,0.000015833,0.000023833,0.000052125,0.000097500,0.000431750,0.005235916,0.040123125,0.304859625
6,0.000011375,0.000015791,0.000023625,0.000052125,0.000081000,0.000410375,0.005180667,0.039924792,0.299996875
7,0.000011417,0.000015833,0.000021916,0.000051500,0.000080541,0.000418292,0.005192458,0.039757875,0.300327000
8,0.000011041,0.000015750,0.000023083,0.000051250,0.000080541,0.000420667,0.005251625,0.039477417,0.297287417
9,0.000010917,0.000015833,0.000022833,0.000050875,0.000080542,0.000410416,0.005188750,0.039524875,0.296564250
10,0.000010542,0.000015541,0.000023291,0.000051209,0.000102291,0.000412834,0.005318125,0.040853291,0.295837416
 
1,0.000043709,0.000032834,0.000062250,0.000083958,0.000117167,0.000717167,0.006053000,0.055659959,0.925029750
2,0.000022958,0.000027500,0.000042291,0.000078750,0.000114416,0.000702916,0.006019792,0.053893875,0.930917333
3,0.000018875,0.000026667,0.000040167,0.000074917,0.000124750,0.000699125,0.005865333,0.052771958,0.932034542
4,0.000018250,0.000024625,0.000039958,0.000076334,0.000111875,0.000700458,0.005976666,0.055317292,0.936890583
5,0.000016750,0.000024000,0.000035334,0.000072333,0.000117791,0.000685333,0.005952125,0.055649542,0.925950208
6,0.000016500,0.000025375,0.000036917,0.000075958,0.000115750,0.000690458,0.005910917,0.054624667,0.931133917
7,0.000017083,0.000024708,0.000034584,0.000078209,0.000115708,0.000696667,0.005842500,0.055088250,0.940768083
8,0.000016125,0.000025792,0.000037042,0.000075834,0.000112833,0.000713916,0.005898250,0.055413541,0.921818084
9,0.000017250,0.000025083,0.000036750,0.000075625,0.000114333,0.000652791,0.005849375,0.054090417,0.937185000
10,0.000016125,0.000024125,0.000032458,0.000076916,0.000136667,0.000687750,0.006028375,0.054808958,0.943109459
